Session_ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
109552,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,,3.0,,False,False
106646,4,1660.3,0,0.0,2,45.7,0.0,0.016666667,113.9293434,0.0,Sep,2,10,1.0,2.0,Returning_Visitor,False,True
102379,0,,0,0.0,19,900.9166667,0.027777778,0.024814815,0.0,0.6,May,1,1,8.0,,Returning_Visitor,False,False
109436,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,8.0,3.0,Returning_Visitor,False,False
112186,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,,20.0,Other,False,False
110822,2,18.75,4,355.5,57,1182.590278,0.015384615,0.027094017,14.15437174,0.0,Nov,1,1,1.0,10.0,Returning_Visitor,False,True
104351,1,21.0,0,0.0,13,190.0,0.0,0.015384615,0.0,0.0,May,2,2,1.0,1.0,Returning_Visitor,True,False
103753,9,159.7166667,1,20.0,39,1721.872725,0.00974026,,16.42363253,0.0,May,1,1,1.0,13.0,Returning_Visitor,False,False
100077,10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,Feb,2,6,1.0,2.0,Returning_Visitor,False,True
102385,3,42.33333333,0,0.0,64,2471.391775,0.005555556,0.020580808,6.221045455,0.6,May,2,2,2.0,4.0,Returning_Visitor,False,True
109492,2,268.0,2,84.0,46,1679.666667,0.012,0.026,0.0,0.0,Nov,3,2,1.0,,Returning_Visitor,True,False
112259,2,50.5,0,0.0,70,2802.116667,0.002898551,,0.0,0.0,Nov,2,2,3.0,3.0,Returning_Visitor,False,False
109173,3,31.1,0,0.0,11,975.2893939,0.0,0.062414966,0.0,0.0,Nov,4,5,1.0,8.0,Returning_Visitor,False,False
102693,6,450.4,0,0.0,6,72.9,0.0,0.028571429,0.0,0.0,May,2,2,9.0,5.0,New_Visitor,False,False
109408,1,6.333333333,0,0.0,36,1378.166667,0.005555556,0.026587302,0.0,0.0,Nov,2,2,1.0,13.0,Returning_Visitor,True,False
102663,0,0.0,0,0.0,35,897.6666667,0.011764706,0.017016807,5.220705882,0.0,May,3,2,2.0,3.0,Returning_Visitor,False,True
102199,0,0.0,0,0.0,2,162.0,0.0,0.05,0.0,0.0,May,2,4,1.0,,Returning_Visitor,False,False
102883,0,0.0,0,0.0,6,657.5,0.0,,0.0,0.0,May,2,2,1.0,13.0,Returning_Visitor,False,False
101777,3,62.0,2,193.0,4,139.0,0.0,0.0125,0.0,0.0,Mar,3,2,1.0,10.0,Returning_Visitor,False,False
105693,0,0.0,0,0.0,26,559.56,0.008,0.008,0.0,0.0,Jul,1,1,4.0,4.0,,False,False
109325,5,173.2632132,0,0.0,49,1465.555338,0.02384954,0.023755148,20.6672459,0.0,Nov,3,2,3.0,1.0,Returning_Visitor,False,True
109023,13,1230.333333,7,286.0833333,68,3147.245589,0.013684211,0.026801619,1.597803468,0.0,Dec,1,1,1.0,2.0,Returning_Visitor,False,True
105666,7,79.2,0,0.0,30,1011.916667,0.0,0.018285714,12.9058765,0.0,Sep,2,2,4.0,4.0,,False,False
108134,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4.0,10.0,Returning_Visitor,True,False
100575,5,67.5,3,245.0,32,1929.329762,0.0,0.00430839,0.0,0.0,Mar,2,4,1.0,1.0,Returning_Visitor,False,False
103622,1,0.0,0,0.0,27,889.0,0.021428571,0.067857143,0.0,0.0,May,4,1,3.0,3.0,Returning_Visitor,False,False
109076,3,59.5,0,0.0,6,159.0,0.0,0.00625,0.0,0.0,Dec,3,2,8.0,6.0,New_Visitor,False,False
101682,6,355.5,0,0.0,11,134.9,0.013333333,0.005333333,0.0,0.0,Mar,3,2,1.0,8.0,New_Visitor,True,False
108006,0,,0,0.0,33,1132.791667,0.009090909,0.047474747,0.0,0.0,Dec,4,1,3.0,1.0,Returning_Visitor,False,False
106922,11,344.1,2,477.6,57,1475.608427,0.01641791,0.030868963,10.45977002,0.0,Oct,1,1,,1.0,Returning_Visitor,False,False
108920,4,75.0,2,312.0,98,1887.232143,0.002040816,0.025068027,0.0,0.0,Dec,2,2,8.0,2.0,Returning_Visitor,False,False
100397,3,199.75,0,0.0,8,331.4,0.0,0.003333333,0.0,0.0,Mar,3,2,2.0,10.0,New_Visitor,False,False
108013,1,4.0,0,0.0,33,947.4166667,0.012121212,0.045165945,0.0,0.0,Nov,2,2,1.0,2.0,Returning_Visitor,True,False
106659,2,,0,0.0,17,864.9983333,0.025,0.0375,27.83116147,0.0,Sep,3,2,4.0,1.0,Returning_Visitor,False,True
104451,3,,3,53.5,15,270.5714286,0.042105263,0.069736842,12.15210526,0.0,May,3,2,4.0,5.0,Returning_Visitor,True,False
106106,5,153.0,0,0.0,25,1074.683333,0.0125,0.01875,19.23268976,0.0,Nov,1,1,6.0,4.0,Returning_Visitor,False,False
111603,1,12.0,1,11.0,74,6194.852381,0.015540541,0.032152607,0.0,0.0,Nov,2,2,9.0,13.0,Returning_Visitor,False,False
104801,0,0.0,0,0.0,19,806.8333333,0.0,0.010526316,28.03452632,0.2,May,2,2,2.0,2.0,Returning_Visitor,False,True
100548,6,99.33333333,1,28.5,5,345.5,0.0,0.011111111,0.0,0.0,Mar,2,2,,8.0,New_Visitor,False,False
106120,4,381.8,0,0.0,1,31.2,0.0,0.04,0.0,0.0,Sep,2,4,4.0,2.0,Returning_Visitor,True,False
110589,1,17.0,0,0.0,15,247.0,0.0,0.014285714,0.0,0.0,Nov,4,1,1.0,3.0,New_Visitor,False,False
105201,1,94.0,0,0.0,10,332.75,0.0,0.02,0.0,0.0,May,2,2,3.0,,Returning_Visitor,False,False
111009,2,43.5,0,0.0,26,971.6666667,0.0,0.009259259,15.1510483,0.0,Dec,2,2,3.0,2.0,Returning_Visitor,False,True
105033,0,0.0,0,0.0,16,650.8333333,0.0,0.019047619,13.99,0.0,May,2,2,7.0,2.0,Returning_Visitor,False,True
110902,0,0.0,0,0.0,10,383.5,0.0,0.022222222,0.0,0.0,Nov,1,1,1.0,2.0,New_Visitor,False,False
110965,0,0.0,1,112.0,43,1866.107143,0.0,0.025,0.0,0.0,Nov,2,2,1.0,2.0,Returning_Visitor,True,False
103337,10,207.8666667,0,0.0,8,217.8666667,0.0,0.004166667,0.0,0.6,May,2,5,1.0,5.0,New_Visitor,False,False
105508,1,86.6,0,0.0,14,349.5761905,0.0,0.004761905,60.43737784,0.0,Nov,1,1,,3.0,New_Visitor,False,True
109269,0,0.0,0,0.0,159,5878.940603,0.008962264,0.018569755,0.0,0.0,Nov,3,2,1.0,2.0,Returning_Visitor,False,True
105023,1,14.0,1,19.0,49,1527.583333,0.007843137,0.017647059,8.926823529,0.0,May,2,2,9.0,3.0,Returning_Visitor,False,True
101283,0,0.0,0,0.0,5,143.0,0.0,0.04,0.0,0.0,Mar,2,4,1.0,1.0,Returning_Visitor,False,False
111425,1,70.5,0,0.0,28,1398.9375,0.014285714,0.016269841,17.46396119,0.0,Nov,3,2,3.0,1.0,Returning_Visitor,False,False
107979,6,265.4,0,0.0,6,161.6,0.0,0.022222222,0.0,0.0,Aug,1,1,3.0,3.0,New_Visitor,False,False
102565,12,203.4714286,1,0.0,220,11308.09795,0.001699507,0.012414872,0.673127586,0.8,May,2,2,5.0,6.0,Returning_Visitor,False,False
102298,1,10.0,1,0.0,28,830.0,0.013793103,0.044827586,0.0,0.4,May,2,2,1.0,2.0,Returning_Visitor,False,False
110330,9,303.8666667,0,0.0,72,3752.66697,0.007042254,0.007280349,0.0,0.0,Nov,1,1,1.0,3.0,Returning_Visitor,False,False
104148,0,0.0,0,0.0,21,1296.716667,0.0,0.007017544,70.01826316,0.0,May,2,2,1.0,2.0,Returning_Visitor,False,True
100286,0,0.0,0,0.0,8,402.0,0.0,0.038095238,0.0,0.0,Mar,2,2,2.0,1.0,,False,False
112088,1,30.25,2,0.0,20,543.9583333,0.00952381,0.026984127,0.0,0.0,Dec,3,2,1.0,,Returning_Visitor,False,False
108899,0,0.0,0,0.0,21,795.3611111,0.041269841,0.058571429,0.0,0.0,Dec,1,2,1.0,,Returning_Visitor,False,False
104031,8,245.0833333,1,194.0,93,3646.966667,0.005154639,0.022696032,4.629470103,0.0,May,3,2,1.0,13.0,Returning_Visitor,False,False
105655,3,28.65,0,0.0,9,75.05,0.066666667,0.111111111,0.0,0.0,Sep,3,2,4.0,3.0,Returning_Visitor,False,False
112087,0,0.0,0,0.0,6,60.25,0.033333333,0.066666667,0.0,0.0,Nov,2,2,7.0,3.0,Returning_Visitor,False,True
104951,2,115.6,2,503.25,61,1880.271429,0.0,0.013347763,1.036090909,0.0,May,2,2,1.0,4.0,Returning_Visitor,False,False
110814,0,0.0,0,0.0,2,8.0,0.0,0.1,0.0,0.0,Dec,1,1,1.0,2.0,New_Visitor,True,False
110167,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,,,Returning_Visitor,False,False
101273,5,376.8,3,105.6666667,6,441.4666667,0.0,0.003333333,0.0,0.0,Mar,2,2,1.0,1.0,Returning_Visitor,False,False
102165,7,89.5,0,0.0,26,1163.333333,0.0,0.009375,26.983125,0.0,May,3,2,3.0,4.0,,False,True
103629,4,250.8571429,1,37.5,71,1145.571429,0.0,0.004054054,80.58733784,0.0,May,2,4,1.0,1.0,Returning_Visitor,False,False
110899,5,43.5,0,0.0,6,110.3333333,0.0,0.02,0.0,0.0,Dec,2,2,8.0,8.0,New_Visitor,True,False
102479,2,109.0,5,125.0,1,34.0,0.0,0.00952381,0.0,0.0,May,3,2,1.0,4.0,Returning_Visitor,False,False
101569,0,0.0,0,0.0,3,189.0,0.0,0.066666667,0.0,0.0,Mar,3,2,8.0,1.0,Returning_Visitor,False,False
108413,14,173.55,0,0.0,164,4155.746883,0.002514286,0.01343784,13.76473644,0.0,Nov,2,2,3.0,2.0,Returning_Visitor,False,True
101931,0,0.0,0,0.0,7,221.7142857,0.028571429,0.060714286,0.0,0.0,Mar,3,3,1.0,3.0,Returning_Visitor,False,False
102472,3,49.33333333,2,346.1666667,9,194.3333333,0.0,0.002857143,0.0,0.6,May,2,2,1.0,2.0,,False,False
105564,3,32.2,0,0.0,81,1199.616667,0.0,0.00617284,0.0,0.0,Sep,2,2,2.0,1.0,Returning_Visitor,True,True
110932,3,,0,0.0,14,382.0333333,0.0,0.021428571,0.0,0.0,Dec,2,2,1.0,1.0,Returning_Visitor,False,True
108075,0,,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Dec,3,2,6.0,1.0,,False,False
100369,5,51.5,0,0.0,2,6.0,0.0,0.033333333,0.0,0.0,Mar,2,5,2.0,1.0,,False,False
103842,0,0.0,0,0.0,8,65.0,0.025,0.05,0.0,0.0,May,2,2,,13.0,Returning_Visitor,True,False
107472,4,282.1,0,0.0,7,107.6,0.0,0.011111111,0.0,0.0,Aug,1,1,2.0,5.0,New_Visitor,False,False
102910,0,0.0,0,0.0,14,158.5,0.0,0.028571429,0.0,0.0,May,2,2,6.0,6.0,Returning_Visitor,True,False
110880,0,0.0,0,0.0,12,183.625,0.016666667,0.027777778,0.0,0.0,Nov,3,2,1.0,,Returning_Visitor,False,False
102517,0,0.0,2,52.0,12,699.25,0.023809524,0.028571429,0.0,0.0,May,1,1,3.0,3.0,Returning_Visitor,False,False
111404,0,0.0,0,0.0,19,686.5833333,0.0,,0.0,0.0,Dec,1,1,5.0,2.0,Returning_Visitor,True,False
102715,0,0.0,0,0.0,5,131.5,0.04,0.093333333,0.0,0.6,May,1,1,1.0,1.0,Returning_Visitor,False,False
110291,0,0.0,2,324.5,4,64.25,0.0,0.033333333,0.0,0.0,Dec,3,3,2.0,8.0,New_Visitor,False,False
104212,1,4.0,0,0.0,49,4651.033333,0.02,0.05,0.0,0.8,May,2,2,7.0,2.0,Returning_Visitor,False,False
103216,4,210.5,0,0.0,131,2749.058333,0.009090909,0.017682257,8.960896465,0.0,May,2,2,2.0,1.0,Returning_Visitor,False,False
106289,8,89.9,3,20.0,84,1854.915556,0.004210526,0.012385965,3.170426459,0.0,Jul,2,2,7.0,1.0,Returning_Visitor,False,False
103485,0,0.0,0,0.0,21,1636.5,0.042857143,0.065873016,0.0,0.4,May,2,4,1.0,3.0,Returning_Visitor,False,False
101158,10,117.3333333,0,0.0,28,631.9896825,0.017647059,0.022794118,10.16517157,0.0,Mar,3,7,1.0,2.0,Returning_Visitor,False,True
112112,10,141.0357143,2,213.0,50,829.5190476,0.001149425,,0.0,0.0,Dec,2,2,4.0,,Returning_Visitor,False,False
103498,0,0.0,0,0.0,10,3291.0,0.02,0.058,0.0,0.0,May,3,2,1.0,13.0,Returning_Visitor,False,False
100616,0,0.0,0,0.0,11,125.0,0.018181818,0.081818182,0.0,0.0,Mar,2,2,1.0,13.0,Returning_Visitor,False,False
104761,4,139.0,1,146.0,26,1740.45,0.016666667,0.03,0.0,0.0,May,1,1,6.0,2.0,Returning_Visitor,True,False
111993,9,76.54166667,0,0.0,6,64.20833333,0.0,0.02,0.0,0.0,Nov,3,2,3.0,10.0,Returning_Visitor,True,False
110656,0,0.0,0,0.0,57,3696.225342,0.007017544,0.037615417,0.0,0.0,Nov,3,2,1.0,2.0,Returning_Visitor,True,False
101056,0,0.0,0,0.0,3,112.0,0.066666667,0.133333333,0.0,0.0,Mar,2,2,7.0,10.0,Returning_Visitor,False,False
108455,9,328.75,0,0.0,108,2793.733084,0.001949318,0.019205066,0.0,0.0,Nov,2,2,1.0,3.0,Returning_Visitor,False,True
107999,6,93.125,0,0.0,29,424.125,0.0,0.020689655,0.0,0.0,Dec,1,8,1.0,1.0,Returning_Visitor,False,False
104730,0,0.0,0,0.0,5,476.0,0.013333333,0.093333333,0.0,0.0,May,2,4,,1.0,Returning_Visitor,False,False
104568,5,47.33333333,0,0.0,4,34.83333333,0.028571429,0.035714286,0.0,0.0,May,3,2,2.0,5.0,Returning_Visitor,False,False
105180,0,0.0,0,0.0,7,355.6666667,0.0,0.038095238,0.0,1.0,May,1,1,,2.0,Returning_Visitor,True,False
109455,0,0.0,0,0.0,12,115.0,0.083333333,0.1,0.0,0.0,Dec,3,2,8.0,1.0,Returning_Visitor,False,False
105136,6,89.0,1,0.0,29,1183.233333,0.013793103,,0.0,0.2,May,3,2,1.0,2.0,Returning_Visitor,False,False
102628,2,48.0,0,0.0,24,543.75,0.016,0.0408,0.0,0.8,May,2,2,3.0,,Returning_Visitor,False,False
100466,5,97.5,0,0.0,24,758.1444444,0.04,0.059846154,0.0,0.0,Mar,3,2,2.0,1.0,Returning_Visitor,True,False
104396,0,0.0,0,0.0,21,598.6,0.0,0.038095238,0.0,0.6,May,2,4,1.0,4.0,Returning_Visitor,False,False
107495,14,286.5333333,2,118.8,31,835.71,0.0,0.007317073,33.05509961,0.0,Nov,2,2,7.0,2.0,Returning_Visitor,False,True
106751,2,27.2,0,0.0,47,1299.833333,0.008333333,,0.0,0.0,Oct,2,2,3.0,1.0,Returning_Visitor,False,False
111977,0,0.0,0,0.0,27,1065.45,0.0,0.012345679,0.0,0.0,Nov,2,2,3.0,,,False,False
112041,3,289.0,0,0.0,5,708.25,0.0,0.025,0.0,0.0,Nov,3,3,1.0,10.0,Returning_Visitor,False,False
108374,1,2.0,0,0.0,16,323.2333333,0.0,0.013333333,0.0,0.0,Dec,3,2,8.0,8.0,Returning_Visitor,False,False
106633,0,0.0,0,0.0,3,24.0,0.0,0.066666667,0.0,0.0,Sep,2,2,3.0,3.0,Returning_Visitor,False,False
